trial_id,subject,block,trial_in_block,condition,stimulus_category,rt_ms,accuracy,confidence,pupil_baseline_mm,pupil_peak_mm,theta_power_db,alpha_power_db,n170_uv,p300_uv
274,S03,2,4,congruent,house,743.4,1,3.9,3.13,3.4,5.13,11.93,-3.19,7.35
275,S03,2,5,congruent,house,655.3,1,4.9,3.02,3.36,4.64,7.7,-3.83,8.15
276,S03,2,6,congruent,house,634.9,1,5.0,3.29,3.61,5.81,9.11,-1.69,4.9
277,S03,2,7,congruent,house,623.1,1,4.3,2.98,3.38,4.49,10.74,-2.26,6.71
278,S03,2,8,congruent,face,664.2,0,4.3,3.33,3.77,7.06,10.02,-3.82,7.79
279,S03,2,9,incongruent,house,701.6,1,4.0,3.13,3.75,6.3,9.01,-3.37,6.99
280,S03,2,10,congruent,house,597.1,1,4.2,3.29,3.73,5.1,10.7,-2.64,5.86
281,S03,2,11,incongruent,face,710.8,1,3.8,3.11,3.62,5.53,9.19,-5.38,3.12
282,S03,2,12,incongruent,face,746.8,0,3.4,2.73,3.24,5.88,8.81,-3.76,4.12
283,S03,2,13,incongruent,house,761.6,1,3.9,2.42,2.9,5.33,7.98,-2.53,5.32
284,S03,2,14,incongruent,house,734.1,1,4.4,2.78,3.31,5.5,9.56,-2.58,5.04
285,S03,2,15,incongruent,face,686.1,1,3.7,3.26,3.76,5.02,8.27,-4.07,5.85
286,S03,2,16,congruent,house,639.3,1,4.4,3.09,3.41,3.82,9.39,-3.77,4.38
287,S03,2,17,congruent,house,695.7,1,3.5,3.03,3.25,4.55,10.48,-1.88,5.8
288,S03,2,18,incongruent,face,644.2,1,4.6,3.52,4.09,5.67,5.97,-6.32,5.58
289,S03,2,19,incongruent,face,715.3,1,4.8,3.13,3.76,5.71,8.46,-3.24,4.03
290,S03,2,20,congruent,house,686.3,1,4.5,3.57,3.99,3.78,11.68,-3.04,6.95
291,S03,2,21,incongruent,house,695.1,1,3.9,3.58,4.27,5.73,9.28,-3.07,6.95
292,S03,2,22,congruent,face,638.4,1,3.7,3.09,3.32,5.39,11.73,-3.58,8.85
293,S03,2,23,incongruent,house,682.0,0,3.4,3.13,3.54,4.78,7.54,-2.21,8.29
294,S03,2,24,congruent,face,572.1,1,4.8,2.71,3.05,5.67,10.06,-5.61,7.66
295,S03,2,25,incongruent,face,763.6,1,3.8,3.32,3.93,6.62,9.65,-3.22,6.43
296,S03,2,26,congruent,house,673.4,1,3.3,2.86,3.2,5.07,11.73,-2.74,8.2
297,S03,2,27,congruent,face,684.2,1,5.0,3.26,3.52,5.01,11.38,-4.48,7.43
298,S03,2,28,incongruent,house,677.8,1,3.1,2.94,3.56,5.95,8.83,-2.25,5.32
299,S03,2,29,incongruent,house,691.7,1,3.9,2.7,3.16,6.8,9.66,-4.02,3.24
300,S03,2,30,incongruent,face,782.7,1,5.0,3.19,3.76,4.76,9.73,-4.63,6.61
301,S03,3,1,incongruent,face,728.2,0,3.2,3.03,3.51,6.82,9.86,-5.06,6.2
302,S03,3,2,incongruent,house,671.1,0,1.7,3.33,3.84,5.55,9.69,-2.12,4.24
303,S03,3,3,congruent,house,612.9,1,5.0,3.52,3.94,4.07,10.59,-1.85,7.82
304,S03,3,4,congruent,house,685.7,1,4.1,2.95,3.16,5.14,10.22,-2.14,4.93
305,S03,3,5,congruent,face,660.9,1,4.3,3.61,3.89,5.04,8.44,-4.85,6.73
306,S03,3,6,congruent,face,738.4,1,3.8,3.72,4.05,4.5,7.27,-2.9,8.16
307,S03,3,7,congruent,face,723.0,1,4.7,2.69,3.17,5.45,9.35,-3.65,5.73
308,S03,3,8,congruent,house,648.5,1,4.2,2.64,3.07,5.73,9.16,-2.35,6.43
309,S03,3,9,incongruent,house,684.6,0,2.9,3.61,4.14,5.05,10.67,-2.07,6.42
310,S03,3,10,incongruent,face,683.0,1,4.0,2.78,3.29,6.64,8.88,-5.65,3.22
311,S03,3,11,incongruent,face,683.3,0,1.9,3.46,3.95,6.66,8.66,-2.87,5.76
312,S03,3,12,congruent,house,701.8,1,4.3,3.04,3.56,4.27,10.01,-2.69,7.36
313,S03,3,13,congruent,house,661.8,1,4.1,2.82,3.05,5.0,10.59,-2.17,7.59
314,S03,3,14,incongruent,face,651.2,1,3.4,3.25,3.73,5.76,7.84,-3.74,5.59
315,S03,3,15,incongruent,face,724.4,0,3.2,3.76,4.39,6.2,8.5,-6.24,3.55
316,S03,3,16,incongruent,house,688.9,1,4.0,2.83,3.27,5.66,8.13,-3.44,4.31
317,S03,3,17,congruent,face,649.4,1,4.0,3.03,3.43,5.37,9.22,-4.22,5.71
318,S03,3,18,congruent,face,692.0,1,4.4,3.17,3.53,5.39,10.52,-3.39,6.66
319,S03,3,19,incongruent,face,740.9,1,4.3,2.92,3.5,7.69,8.15,-4.23,4.78
320,S03,3,20,congruent,face,726.9,1,3.8,2.7,3.0,3.7,10.16,-1.5,6.29
321,S03,3,21,congruent,face,624.7,1,3.9,2.94,3.29,5.43,9.13,-4.8,6.52
322,S03,3,22,incongruent,face,730.3,1,3.8,3.29,3.84,6.11,8.52,-3.13,6.69
323,S03,3,23,incongruent,face,746.2,1,3.2,3.21,3.78,6.46,7.48,-5.21,6.04
324,S03,3,24,congruent,face,572.5,1,2.8,2.86,3.33,6.18,7.94,-4.63,6.86
325,S03,3,25,incongruent,face,690.9,1,3.8,3.28,3.69,5.58,6.61,-5.36,6.57
326,S03,3,26,congruent,face,643.0,1,3.9,3.18,3.61,3.06,8.4,-4.14,6.66
327,S03,3,27,congruent,face,643.7,1,3.9,3.39,3.69,4.86,9.62,-2.74,6.38
328,S03,3,28,congruent,face,712.8,1,4.0,3.02,3.36,5.5,9.68,-4.06,5.22
329,S03,3,29,incongruent,face,704.4,1,5.0,3.17,3.75,5.6,8.22,-4.47,3.46
330,S03,3,30,incongruent,face,725.7,1,4.2,2.52,3.04,7.62,9.64,-5.11,6.23
331,S03,4,1,congruent,face,641.7,1,2.8,2.81,3.17,4.61,9.87,-5.51,7.8
332,S03,4,2,incongruent,house,798.3,1,3.3,3.2,3.87,5.92,9.88,-2.68,3.96
333,S03,4,3,congruent,house,611.9,1,3.8,2.82,3.2,3.99,10.36,-3.19,8.77
334,S03,4,4,congruent,face,713.0,1,4.1,2.85,3.18,4.72,8.53,-5.52,4.82
335,S03,4,5,congruent,face,685.6,1,3.1,3.55,3.86,5.12,10.17,-3.64,4.67
336,S03,4,6,congruent,face,584.6,1,3.0,2.84,3.11,3.85,11.02,-1.88,6.13
337,S03,4,7,congruent,face,646.4,1,3.6,3.16,3.55,5.13,9.02,-5.4,7.73
338,S03,4,8,congruent,face,697.4,1,3.1,2.74,3.04,4.16,10.31,-3.95,8.34
339,S03,4,9,incongruent,house,778.4,0,2.9,3.47,4.01,5.49,8.19,-2.0,7.13
340,S03,4,10,congruent,house,728.3,1,4.1,3.09,3.39,6.57,9.92,-3.11,6.84
341,S03,4,11,incongruent,face,756.6,1,3.5,3.43,4.06,6.06,8.05,-4.54,4.27
342,S03,4,12,incongruent,house,677.4,1,3.4,2.71,3.26,5.86,11.24,-3.37,5.81
343,S03,4,13,congruent,face,690.9,1,4.3,3.04,3.37,3.94,8.43,-4.92,5.23
344,S03,4,14,congruent,house,723.2,1,4.3,2.84,3.18,4.42,10.72,-3.38,8.22
345,S03,4,15,incongruent,house,668.0,1,4.7,3.17,3.88,6.7,8.83,-3.02,6.06
346,S03,4,16,incongruent,house,776.9,0,3.1,3.27,3.94,5.82,9.06,-1.19,6.75
347,S03,4,17,incongruent,house,733.2,1,3.2,2.71,3.17,5.02,8.43,-2.07,5.16
348,S03,4,18,congruent,house,614.3,1,4.5,3.25,3.55,5.01,12.64,-2.72,5.83
349,S03,4,19,incongruent,face,705.6,1,3.1,2.86,3.38,5.58,7.92,-4.48,5.49
350,S03,4,20,congruent,house,664.9,1,3.7,3.24,3.63,5.51,10.86,-2.11,6.66
351,S03,4,21,incongruent,face,683.1,1,4.2,3.2,3.67,5.65,8.49,-6.52,5.09
352,S03,4,22,congruent,face,650.2,1,3.2,2.89,3.04,4.56,8.93,-4.81,8.35
353,S03,4,23,incongruent,house,707.7,1,4.1,2.9,3.29,5.39,10.11,-0.42,5.49
354,S03,4,24,congruent,house,616.1,1,2.9,3.24,3.66,5.21,9.74,-2.14,7.04
355,S03,4,25,congruent,house,653.6,1,2.4,3.42,3.9,4.92,10.67,-2.14,5.9
356,S03,4,26,congruent,face,621.0,1,4.9,3.34,3.65,4.39,8.63,-3.57,5.4
357,S03,4,27,incongruent,face,708.4,1,3.9,3.05,3.5,6.41,7.68,-3.95,5.3
358,S03,4,28,incongruent,face,685.0,1,4.2,2.85,3.4,5.6,12.74,-4.01,4.87
359,S03,4,29,incongruent,face,716.6,1,4.0,2.67,3.17,6.72,9.05,-5.14,4.44
360,S03,4,30,congruent,face,673.7,1,4.8,3.21,3.47,3.97,10.04,-5.65,6.48
361,S04,1,1,congruent,house,462.7,1,4.5,3.37,3.69,4.55,9.1,-3.77,7.08
362,S04,1,2,congruent,house,523.9,1,3.6,3.4,3.69,3.51,12.83,-2.73,8.34
363,S04,1,3,congruent,house,476.1,0,3.6,3.31,3.63,3.8,11.53,-3.54,8.2
364,S04,1,4,congruent,house,417.0,1,3.5,2.6,2.93,5.98,11.67,-2.96,7.81
365,S04,1,5,incongruent,face,536.3,1,4.3,3.24,3.68,5.22,10.26,-3.09,7.07
366,S04,1,6,incongruent,face,534.4,1,4.5,3.92,4.27,4.82,9.1,-3.9,9.13
367,S04,1,7,incongruent,face,604.1,0,2.2,3.45,4.0,5.72,8.85,-4.07,6.29
368,S04,1,8,incongruent,house,565.2,1,3.3,2.89,3.25,4.77,9.47,-2.73,6.7
369,S04,1,9,incongruent,house,629.8,1,3.8,3.22,3.52,4.75,10.38,-4.44,7.96
370,S04,1,10,congruent,face,480.2,1,4.9,2.98,3.33,4.03,8.83,-5.1,8.28
371,S04,1,11,congruent,face,439.6,1,4.4,3.56,3.87,4.23,10.32,-4.54,7.27
372,S04,1,12,congruent,house,572.2,1,4.7,2.98,3.23,5.68,9.14,-3.38,7.62
373,S04,1,13,incongruent,face,481.0,1,5.0,3.12,3.6,5.12,7.81,-2.62,6.14
374,S04,1,14,congruent,house,558.1,1,3.7,3.1,3.38,4.68,12.51,-2.36,4.47
375,S04,1,15,congruent,house,510.8,1,4.1,3.09,3.42,4.12,8.86,0.32,6.8
376,S04,1,16,congruent,face,429.5,1,3.4,2.99,3.35,4.83,10.08,-6.07,10.37
377,S04,1,17,incongruent,house,609.8,1,3.5,3.14,3.55,5.32,8.9,-4.74,7.97
378,S04,1,18,congruent,house,487.0,1,4.4,2.88,2.98,4.78,10.62,-2.9,6.19
379,S04,1,19,congruent,house,462.6,1,4.7,3.01,3.25,5.87,10.42,-2.36,7.28
380,S04,1,20,incongruent,house,465.4,1,4.4,3.06,3.49,5.82,7.33,-3.29,4.81
381,S04,1,21,congruent,house,409.7,1,4.0,2.98,3.16,5.86,10.38,-2.23,6.83
382,S04,1,22,congruent,house,491.7,1,4.5,2.69,3.1,4.63,11.54,-3.78,6.51
383,S04,1,23,incongruent,face,554.8,1,3.4,2.78,3.23,4.97,7.78,-2.75,6.28
384,S04,1,24,congruent,house,484.8,1,4.1,2.68,3.07,4.41,10.9,-3.45,7.57
385,S04,1,25,congruent,house,522.8,1,5.0,3.39,3.73,3.5,9.17,-3.7,8.82
386,S04,1,26,incongruent,face,489.2,1,3.1,3.09,3.4,5.67,9.05,-2.39,7.59
387,S04,1,27,congruent,face,433.9,1,4.3,2.56,2.84,3.79,9.52,-5.38,8.39
388,S04,1,28,congruent,house,571.8,1,3.6,3.04,3.21,4.78,10.71,-0.23,6.93
389,S04,1,29,congruent,house,518.3,1,4.1,3.37,3.6,5.19,10.65,-2.71,7.36
390,S04,1,30,congruent,house,472.0,1,3.6,3.55,3.9,4.03,10.62,-2.44,7.08
391,S04,2,1,incongruent,house,573.5,1,4.4,3.16,3.61,4.85,11.23,-3.75,7.0
392,S04,2,2,congruent,house,588.0,1,3.6,2.86,3.16,3.54,9.43,-4.85,8.14
393,S04,2,3,incongruent,house,612.7,1,4.7,2.92,3.5,5.82,7.99,-3.62,7.25
394,S04,2,4,congruent,face,489.2,1,3.6,3.12,3.48,5.07,9.21,-4.59,5.37
395,S04,2,5,incongruent,face,504.3,1,4.0,3.12,3.65,4.47,8.32,-4.11,5.41
396,S04,2,6,congruent,house,549.7,1,5.0,2.73,3.0,4.76,8.9,-2.4,6.25
397,S04,2,7,incongruent,face,564.1,1,3.4,3.24,3.69,3.41,10.09,-4.16,5.25
398,S04,2,8,incongruent,face,521.3,1,4.4,3.55,4.13,5.55,9.15,-3.51,4.64
399,S04,2,9,incongruent,house,592.8,1,4.3,3.04,3.53,5.38,5.51,-2.52,7.3
400,S04,2,10,incongruent,face,511.4,1,4.0,3.51,3.99,5.61,9.85,-3.94,5.14
401,S04,2,11,congruent,face,531.0,1,4.7,3.14,3.52,4.29,9.96,-3.79,9.9
402,S04,2,12,congruent,house,488.2,1,5.0,3.16,3.42,5.03,11.04,-3.06,8.26
403,S04,2,13,congruent,house,542.2,1,4.1,3.24,3.51,4.63,8.73,-1.4,6.2
404,S04,2,14,incongruent,face,556.2,1,3.8,2.93,3.34,6.46,5.23,-5.3,10.22
405,S04,2,15,incongruent,face,549.9,1,4.7,3.56,4.04,4.92,9.54,-5.0,4.95
406,S04,2,16,incongruent,face,481.4,1,3.3,3.18,3.53,3.1,7.35,-4.77,5.55
407,S04,2,17,incongruent,face,591.4,1,4.1,2.89,3.34,4.76,8.8,-4.54,5.08
408,S04,2,18,congruent,face,516.0,1,4.2,3.08,3.29,4.55,8.65,-5.24,5.53
409,S04,2,19,congruent,house,477.5,0,3.5,3.43,3.77,5.8,9.06,-5.26,7.18
410,S04,2,20,congruent,house,515.6,1,5.0,3.2,3.54,3.84,8.69,-1.09,7.94
411,S04,2,21,congruent,face,467.6,1,3.2,2.72,2.99,4.08,10.73,-4.01,8.17
412,S04,2,22,incongruent,face,546.4,0,3.4,3.08,3.61,5.31,9.55,-4.79,3.86
413,S04,2,23,congruent,face,522.7,1,3.9,2.9,3.22,4.8,8.73,-3.19,6.56
414,S04,2,24,incongruent,house,637.4,1,3.8,3.17,3.63,3.38,8.11,-2.75,5.9
415,S04,2,25,congruent,house,494.3,1,4.3,3.02,3.29,4.3,12.69,-4.94,7.26
416,S04,2,26,congruent,face,461.6,1,4.7,3.09,3.35,4.42,9.27,-4.38,7.54
417,S04,2,27,incongruent,house,508.4,1,2.9,3.32,3.79,5.65,7.48,-0.92,5.55
418,S04,2,28,incongruent,house,602.2,1,3.7,3.14,3.82,5.51,11.13,-1.49,6.92
419,S04,2,29,incongruent,face,484.4,1,4.2,2.44,2.86,5.76,8.32,-3.58,5.21
420,S04,2,30,congruent,house,505.6,1,3.9,3.41,3.62,4.72,10.08,-4.26,5.95
421,S04,3,1,incongruent,house,589.9,1,1.9,3.28,3.73,6.1,8.14,-2.35,7.58
422,S04,3,2,incongruent,face,532.6,1,4.4,3.24,3.68,5.98,8.05,-5.63,9.17
423,S04,3,3,incongruent,face,548.8,1,3.8,3.1,3.54,5.42,5.77,-2.42,6.19
424,S04,3,4,congruent,face,434.8,1,3.6,3.47,3.7,5.03,8.62,-4.75,7.46
425,S04,3,5,incongruent,house,504.6,1,3.3,2.9,3.22,4.79,6.78,-3.72,8.08
426,S04,3,6,congruent,face,505.2,1,3.0,2.82,3.09,5.11,10.48,-3.67,6.77
427,S04,3,7,incongruent,house,554.7,0,1.7,3.04,3.59,4.27,8.43,-3.23,6.09
428,S04,3,8,congruent,face,523.6,1,4.5,2.88,3.17,3.87,9.0,-2.15,7.93
429,S04,3,9,incongruent,face,491.0,1,3.4,2.99,3.51,5.7,9.23,-5.4,5.64
430,S04,3,10,incongruent,house,535.5,1,4.4,3.01,3.48,6.41,8.99,-1.52,7.18
431,S04,3,11,congruent,house,471.3,1,4.0,3.25,3.63,4.72,9.47,-4.78,7.9
432,S04,3,12,incongruent,house,572.0,1,5.0,3.3,3.67,4.94,9.09,-3.48,7.1
433,S04,3,13,incongruent,face,605.7,0,1.7,3.09,3.56,5.98,8.2,-3.47,6.66
434,S04,3,14,congruent,house,445.1,1,4.9,3.18,3.58,5.24,10.82,-3.61,10.22
435,S04,3,15,incongruent,house,533.7,1,2.9,3.27,3.65,5.56,8.57,-2.96,5.34
436,S04,3,16,incongruent,face,636.8,1,4.3,3.09,3.61,6.09,7.6,-4.38,3.85
437,S04,3,17,congruent,face,500.4,1,4.5,2.87,3.1,4.94,9.71,-4.79,6.89
438,S04,3,18,incongruent,face,533.4,0,2.7,3.18,3.62,4.31,9.79,-7.04,5.78
439,S04,3,19,incongruent,house,589.1,1,3.6,3.25,3.71,4.1,11.48,-4.14,6.99
440,S04,3,20,congruent,house,521.2,1,4.7,2.71,2.98,4.11,9.19,-2.27,9.31
441,S04,3,21,incongruent,house,566.0,1,3.9,3.03,3.42,5.6,9.48,-4.29,4.09
442,S04,3,22,incongruent,face,515.1,1,4.6,2.78,3.12,6.47,9.02,-4.72,5.09
443,S04,3,23,incongruent,house,603.6,1,4.9,3.0,3.37,5.0,6.05,-2.82,6.16
444,S04,3,24,incongruent,house,478.9,1,4.7,3.41,3.86,6.01,7.43,-1.99,5.32
445,S04,3,25,incongruent,face,552.0,1,4.4,2.65,2.93,6.26,9.68,-5.35,6.4
446,S04,3,26,incongruent,house,582.7,1,4.9,2.92,3.37,5.29,8.87,-3.09,6.5
447,S04,3,27,congruent,face,532.9,1,3.9,3.03,3.33,3.02,10.47,-4.98,9.51
448,S04,3,28,incongruent,house,561.6,0,2.7,3.41,3.86,5.59,9.28,-1.85,5.44
449,S04,3,29,congruent,face,501.3,1,4.6,3.43,3.63,3.99,7.68,-2.27,8.23
450,S04,3,30,congruent,face,436.5,1,4.5,3.04,3.4,6.12,8.26,-5.32,6.57
451,S04,4,1,congruent,house,502.7,1,3.5,3.32,3.57,4.32,10.73,-2.89,7.47
452,S04,4,2,incongruent,face,587.6,1,4.5,3.3,3.73,4.8,9.38,-4.13,4.41
453,S04,4,3,incongruent,face,528.8,1,4.4,3.44,3.91,5.36,7.48,-4.29,6.42
454,S04,4,4,incongruent,house,539.5,1,4.4,3.22,3.62,5.63,8.98,-5.57,5.72
455,S04,4,5,congruent,house,513.9,1,3.6,3.1,3.28,5.64,9.9,-2.65,9.7
456,S04,4,6,incongruent,house,524.4,1,4.4,2.94,3.22,5.26,7.42,-1.08,6.65
457,S04,4,7,incongruent,house,478.8,1,4.8,3.66,4.17,5.24,8.68,-3.66,9.28
458,S04,4,8,congruent,face,592.0,1,2.9,2.93,3.16,4.44,9.33,-1.3,6.29
459,S04,4,9,congruent,face,496.7,1,3.4,3.13,3.45,4.73,10.08,-2.89,9.11
460,S04,4,10,incongruent,face,499.1,1,3.9,3.16,3.57,4.64,7.17,-5.95,6.07
461,S04,4,11,incongruent,face,534.1,1,4.4,3.29,3.69,4.99,9.24,-5.01,5.3
462,S04,4,12,incongruent,face,591.6,1,4.7,2.61,3.16,5.57,9.81,-3.91,6.47
463,S04,4,13,incongruent,house,549.8,0,1.8,2.96,3.58,4.86,8.91,-3.58,6.87
464,S04,4,14,incongruent,house,555.4,0,2.4,3.3,3.81,6.04,9.37,0.54,7.88
465,S04,4,15,incongruent,house,559.4,1,5.0,3.47,3.98,4.42,9.78,-3.94,4.32
466,S04,4,16,incongruent,house,587.3,1,4.4,3.23,3.6,5.23,7.39,-4.7,7.44
467,S04,4,17,congruent,face,546.7,1,4.5,2.93,3.07,4.59,8.83,-4.74,10.57
468,S04,4,18,congruent,face,514.0,1,4.7,3.17,3.48,3.84,8.48,-3.37,10.28
469,S04,4,19,congruent,face,512.1,1,4.2,3.47,3.69,4.47,10.14,-3.9,6.73
470,S04,4,20,incongruent,house,608.3,1,5.0,3.55,4.01,5.08,10.82,-1.99,5.02
471,S04,4,21,congruent,face,488.8,1,4.9,3.29,3.68,3.15,9.7,-3.61,5.66
472,S04,4,22,incongruent,house,526.0,1,5.0,3.61,3.99,5.67,9.87,-2.31,6.96
473,S04,4,23,congruent,face,546.4,1,4.7,3.32,3.63,5.29,9.63,-4.1,7.97
474,S04,4,24,congruent,face,493.2,1,3.3,3.46,3.78,4.48,8.72,-4.0,9.19
475,S04,4,25,incongruent,house,563.6,1,2.7,3.09,3.5,5.21,8.6,-2.56,9.09
476,S04,4,26,congruent,face,509.9,1,3.7,3.55,3.83,5.75,10.3,-3.99,7.71
477,S04,4,27,congruent,house,549.2,1,3.9,3.04,3.4,5.36,9.2,-3.37,8.33
478,S04,4,28,congruent,house,560.4,0,2.7,2.87,3.13,5.62,8.29,-4.32,6.64
479,S04,4,29,congruent,house,528.5,1,4.5,3.39,3.53,5.33,9.63,-1.97,5.95
480,S04,4,30,incongruent,house,574.4,1,3.0,3.11,3.47,5.65,10.13,-1.41,5.65
481,S05,1,1,congruent,face,445.1,1,4.8,3.04,3.22,5.16,7.96,-4.48,7.74
482,S05,1,2,congruent,house,502.8,1,4.2,3.35,3.81,3.44,10.38,-3.79,9.23
483,S05,1,3,incongruent,house,559.5,0,3.1,3.22,3.67,4.37,10.07,-2.75,8.03
484,S05,1,4,incongruent,face,501.9,1,5.0,3.14,3.57,4.69,10.71,-5.33,5.38
485,S05,1,5,congruent,house,588.4,1,4.7,3.24,3.51,3.76,9.83,-3.68,8.48
486,S05,1,6,incongruent,face,640.5,1,4.7,3.03,3.44,5.63,8.14,-4.03,4.91
487,S05,1,7,congruent,face,558.9,1,4.6,2.97,3.25,5.49,10.37,-3.5,10.47
488,S05,1,8,congruent,house,486.6,1,3.9,2.51,2.77,4.12,10.94,-2.35,6.96
489,S05,1,9,congruent,face,484.4,1,2.5,2.83,3.05,4.55,8.27,-4.81,6.08
490,S05,1,10,congruent,face,538.2,1,4.1,2.71,2.95,4.21,8.92,-4.23,9.8
491,S05,1,11,incongruent,face,604.5,1,3.5,3.31,3.75,4.31,9.15,-4.08,6.08
492,S05,1,12,congruent,face,486.6,1,4.1,3.14,3.45,3.69,8.33,-6.51,8.59
493,S05,1,13,incongruent,face,590.7,1,3.3,3.08,3.67,6.5,9.78,-3.96,4.99
494,S05,1,14,congruent,house,523.9,1,3.7,3.06,3.35,4.67,10.59,-3.28,5.92
495,S05,1,15,incongruent,face,686.0,0,2.0,2.91,3.4,6.24,7.14,-4.42,6.67
496,S05,1,16,congruent,face,503.5,1,4.5,3.38,3.65,4.78,8.83,-5.15,9.24
497,S05,1,17,congruent,house,598.6,1,3.7,3.14,3.37,5.05,9.78,-3.69,7.89
498,S05,1,18,incongruent,house,628.1,0,3.2,3.18,3.62,4.8,9.55,-3.03,8.77
499,S05,1,19,incongruent,house,603.0,1,3.2,3.05,3.5,5.46,9.76,-1.78,5.43
500,S05,1,20,incongruent,house,651.3,0,2.6,3.07,3.51,5.32,9.77,-0.17,6.67
501,S05,1,21,congruent,face,497.2,1,4.4,2.3,2.63,5.84,7.0,-2.78,3.92
502,S05,1,22,incongruent,face,573.6,1,4.4,3.39,3.87,5.71,8.11,-6.16,7.37
503,S05,1,23,incongruent,house,496.5,1,3.5,2.7,3.16,5.58,7.48,-1.92,7.24
504,S05,1,24,incongruent,house,578.2,1,3.9,3.1,3.57,5.57,9.49,-2.96,6.8
505,S05,1,25,incongruent,house,600.3,1,3.6,3.23,3.64,5.57,9.23,-3.0,5.94
506,S05,1,26,incongruent,house,511.9,1,4.3,3.31,3.72,6.63,8.74,-3.58,5.01
507,S05,1,27,incongruent,face,635.7,1,3.5,3.55,3.97,5.11,10.32,-3.64,9.48
508,S05,1,28,incongruent,face,556.1,1,2.8,3.03,3.57,5.72,8.62,-5.29,6.72
509,S05,1,29,incongruent,face,581.5,0,3.5,2.32,2.8,7.1,6.79,-4.54,6.39
510,S05,1,30,congruent,face,565.6,1,4.2,3.3,3.58,6.73,9.58,-4.1,5.41
511,S05,2,1,incongruent,house,525.9,1,4.1,3.44,3.9,5.06,6.97,-2.25,7.33
512,S05,2,2,congruent,face,570.1,1,4.9,3.25,3.58,4.86,10.44,-6.12,5.7
513,S05,2,3,congruent,face,536.5,1,4.9,3.39,3.6,4.67,8.38,-4.49,8.25
514,S05,2,4,congruent,face,627.5,1,3.7,3.58,3.83,4.59,8.82,-2.65,7.65
515,S05,2,5,incongruent,face,600.3,1,4.9,3.73,4.21,5.38,8.8,-2.99,5.56
516,S05,2,6,incongruent,house,516.8,1,3.7,3.09,3.68,5.68,8.11,-3.43,8.32
517,S05,2,7,incongruent,house,566.1,0,2.2,3.2,3.83,5.44,8.27,-2.29,5.74
518,S05,2,8,incongruent,house,617.5,1,3.9,3.01,3.38,5.2,8.53,-3.71,9.05
519,S05,2,9,incongruent,house,625.8,1,3.8,3.17,3.6,5.61,9.61,-3.08,4.54
520,S05,2,10,congruent,face,509.8,1,4.5,3.34,3.82,4.23,8.75,-5.41,8.09
521,S05,2,11,congruent,face,511.1,0,3.5,2.91,3.18,3.5,8.7,-4.58,7.78
522,S05,2,12,incongruent,face,638.8,1,4.8,3.46,3.96,5.27,9.81,-3.23,7.31
523,S05,2,13,incongruent,house,573.6,1,4.1,3.38,3.94,6.14,10.65,-3.74,7.08
524,S05,2,14,congruent,house,456.8,1,5.0,3.22,3.66,4.62,12.94,-2.52,7.83
525,S05,2,15,congruent,house,508.4,1,5.0,3.39,3.76,4.25,9.94,-2.76,8.9
526,S05,2,16,incongruent,face,590.6,1,4.7,3.04,3.56,6.49,11.0,-3.11,6.44
527,S05,2,17,incongruent,face,649.3,1,4.4,3.11,3.54,5.19,8.76,-2.58,6.06
528,S05,2,18,incongruent,face,535.1,1,5.0,3.51,3.97,5.7,8.42,-3.77,6.84
529,S05,2,19,incongruent,house,606.3,1,3.9,3.53,4.19,4.46,7.69,-3.66,6.26
530,S05,2,20,incongruent,house,612.6,1,4.5,2.93,3.36,5.29,7.3,-3.86,4.83
531,S05,2,21,congruent,face,546.5,1,3.1,3.27,3.32,5.36,7.21,-3.46,6.56
532,S05,2,22,congruent,face,663.4,1,4.6,2.65,2.96,4.36,9.56,-5.21,8.89
533,S05,2,23,incongruent,face,555.6,0,4.0,3.08,3.69,6.15,7.64,-4.38,6.57
534,S05,2,24,incongruent,house,605.7,1,4.0,3.09,3.64,5.3,8.73,-3.26,5.62
535,S05,2,25,congruent,house,598.4,1,4.0,3.28,3.36,4.9,9.81,-3.18,8.05
536,S05,2,26,congruent,face,423.4,1,4.3,3.02,3.22,3.47,9.67,-2.69,8.08
537,S05,2,27,incongruent,house,583.6,1,4.5,2.35,2.85,4.6,7.49,-2.89,6.98
538,S05,2,28,congruent,house,562.7,1,4.1,2.88,3.08,5.22,8.19,-1.64,7.57
539,S05,2,29,incongruent,house,579.4,1,3.2,3.22,3.68,4.85,10.23,-4.9,6.89
540,S05,2,30,congruent,house,595.8,1,3.9,2.94,3.2,4.88,9.03,-1.94,10.79
541,S05,3,1,congruent,house,470.5,1,4.1,3.32,3.56,5.08,9.81,-3.43,7.24
542,S05,3,2,congruent,house,620.5,1,4.6,2.97,3.16,4.34,11.32,-3.22,6.58
543,S05,3,3,congruent,face,523.1,1,5.0,3.19,3.52,5.0,8.02,-5.26,6.28
544,S05,3,4,congruent,house,566.8,1,4.2,2.45,2.9,3.87,12.46,-4.15,6.66
545,S05,3,5,congruent,house,481.4,1,3.1,3.29,3.63,5.77,9.18,-2.48,5.99
546,S05,3,6,congruent,house,507.7,1,4.8,3.35,3.56,5.2,9.95,-3.02,6.81
547,S05,3,7,congruent,face,532.8,1,3.9,3.71,4.1,4.0,9.07,-4.51,8.0
548,S05,3,8,incongruent,face,593.7,1,3.2,2.82,3.23,4.99,11.0,-3.3,7.72
